trait_short	Enrichment	Enrichment_p	Enrichment_p_adj	description	enrichments_list	enrichment_ps_list	colors	logged_enrichments	logged_enrichments_ps	type
5098_irnt.male	-0.5833666049253493	0.33651313718952397	0.6235350565429234	6mm weak meridian (right)	0.1	0.33651313718952397	black	-3.321928094887362	0.4729979766181638	non blood
23126_irnt.male	2.6486538993051005	0.3369346851266704	0.6235350565429234	Arm predicted mass (left)	2.6486538993051005	0.3369346851266704	black	1.4052593384686574	0.4724542790641598	non blood
129_irnt.male	6.4486684009299635	0.3377924156399483	0.6235350565429234	Place of birth in UK - north co-ordinate	6.4486684009299635	0.3377924156399483	black	2.689001286162832	0.47135010574990316	non blood
47_irnt.female	2.5151754906855133	0.3411037888081728	0.6258734616818293	Hand grip strength (right)	2.5151754906855133	0.3411037888081728	black	1.3306590643286123	0.46711345664260584	non blood
129_irnt.male.v2	6.764526499573307	0.341191665652786	0.6258734616818293	Place of birth in UK - north co-ordinate	6.764526499573307	0.341191665652786	black	2.757988952586861	0.4670015859605895	non blood
5160_irnt.male	-8.405780292241824	0.345042737218641	0.629628787632718	3mm regularity index (right)	0.1	0.345042737218641	black	-3.321928094887362	0.4621271095971026	non blood
24010_irnt.female	43.86206306706136	0.3453841049705881	0.629628787632718	Inverse distance to the nearest road	43.86206306706136	0.3453841049705881	black	5.454901766146929	0.461697653110211	non blood
30680_irnt.female	3.7474959264898486	0.3475115216682677	0.6315457065612172	Calcium (mmol/L)	3.7474959264898486	0.3475115216682677	black	1.9059269099713767	0.4590307918968884	chemistry
2976_irnt.female	-26.68664506782766	0.3486716906953269	0.6316984025869039	Age diabetes diagnosed	0.1	0.3486716906953269	black	-3.321928094887362	0.4575833123713773	non blood
5104_irnt.male	7.137299536025133	0.3533561611758374	0.6360539756610406	3mm strong meridian angle (left)	7.137299536025133	0.3533561611758374	black	2.835378320343242	0.45178733185360126	non blood
23127_irnt.female	2.06088610810272	0.3537973474704702	0.6360539756610406	Trunk fat percentage	2.06088610810272	0.3537973474704702	black	1.0432647786202394	0.4512454274558498	non blood
22507_irnt.male	24.811184552322803	0.3543264907004434	0.6360539756610406	Age of stopping smoking	24.811184552322803	0.3543264907004434	black	4.63291870988257	0.4505963770629696	non blood
3062_irnt.female	2.2678590070385902	0.3573571079341548	0.6395384827967954	Forced vital capacity (FVC)	2.2678590070385902	0.3573571079341548	black	1.1813309506112275	0.4468975752365767	non blood
23111_irnt.male	2.032085176054116	0.3605079721834958	0.6399661945589152	Leg fat percentage (right)	2.032085176054116	0.3605079721834958	black	1.022960874794863	0.4430851269583699	non blood
3062_irnt.male	2.206463177407177	0.3615677109293815	0.6399661945589152	Forced vital capacity (FVC)	2.206463177407177	0.3615677109293815	black	1.141735671077627	0.4418103602523241	non blood
100013_irnt.female	-56.11248137084813	0.3616879461810851	0.6399661945589152	Vitamin B12	0.1	0.3616879461810851	black	-3.321928094887362	0.4416659645429708	non blood
30530_irnt.male	-0.9546337046705046	0.3636900484868965	0.6399661945589152	Sodium in urine	0.1	0.3636900484868965	black	-3.321928094887362	0.43926858221819426	non blood
5107_irnt.male	7.037182342977214	0.3640104698518607	0.6399661945589152	3mm strong meridian angle (right)	7.037182342977214	0.3640104698518607	black	2.814997895693087	0.438886124775402	non blood
24017_irnt.female	-6.121782594824477	0.3641374940079688	0.6399661945589152	Nitrogen dioxide air pollution; 2006	0.1	0.3641374940079688	black	-3.321928094887362	0.43873460092760236	non blood
5255_irnt.female	-1.932301447375692	0.3670717304736223	0.6431973307104963	Intra-ocular pressure, Goldmann-correlated (right)	0.1	0.3670717304736223	black	-3.321928094887362	0.4352490608026311	non blood
30690_irnt.male	3.1555423389333637	0.3751540347850164	0.6525198300576619	Cholesterol (mmol/L)	3.1555423389333637	0.3751540347850164	black	1.6578879806272249	0.4257903783476418	chemistry
5159_irnt.female	7.852441297978007	0.3757657885682185	0.6525198300576619	3mm asymmetry index (right)	7.852441297978007	0.3757657885682185	black	2.9731412528492145	0.425082762586698	non blood
24012_irnt.male	-26.57340810790113	0.3768384932386543	0.6525198300576619	Inverse distance to the nearest major road	0.1	0.3768384932386543	black	-3.321928094887362	0.4238447413693782	non blood
3526_irnt.male	10.355682359670324	0.3768385389941182	0.6525198300576619	Mother's age at death	10.355682359670324	0.3768385389941182	black	3.372350714064171	0.42384468863765196	non blood
404_irnt.female	2.3968454100307843	0.3792016066503367	0.6546804208933754	Duration to first press of snap-button in each round	2.3968454100307843	0.3792016066503367	black	1.2611368621059056	0.421129831255128	non blood
23123_irnt.male	2.0554328895009633	0.3856881378546318	0.65579802485901	Arm fat percentage (left)	2.0554328895009633	0.3856881378546318	black	1.0394422682459343	0.41376371800068845	non blood
78_irnt.male	-0.7228385757693768	0.3863343745040086	0.65579802485901	Heel bone mineral density (BMD) T-score, automated	0.1	0.3863343745040086	black	-3.321928094887362	0.4130366483313822	non blood
399_irnt.male	-0.5911187658558923	0.3863631378507034	0.65579802485901	Number of incorrect matches in round	0.1	0.3863631378507034	black	-3.321928094887362	0.413004315464881	non blood
3147_irnt.male	-0.7223473523564449	0.38649202221694	0.65579802485901	Heel quantitative ultrasound index (QUI), direct entry	0.1	0.38649202221694	black	-3.321928094887362	0.41285946615165614	non blood
3147_irnt.female	2.557779369372851	0.3870003434177892	0.65579802485901	Heel quantitative ultrasound index (QUI), direct entry	2.557779369372851	0.3870003434177892	black	1.3548918246419719	0.4122886495950817	non blood
78_irnt.female	2.557518157500894	0.3870820493674718	0.65579802485901	Heel bone mineral density (BMD) T-score, automated	2.557518157500894	0.3870820493674718	black	1.354744482646461	0.4121969682868687	non blood
3148_irnt.female	2.5538584259768458	0.38766936052142503	0.65579802485901	Heel bone mineral density (BMD)	2.5538584259768458	0.38766936052142503	black	1.352678550959861	0.41153852213517333	non blood
30830_irnt.male	-1.0933782337159912	0.3976535499294362	0.6688978188761857	SHBG (nmol/L)	0.1	0.3976535499294362	black	-3.321928094887362	0.4004951361638629	chemistry
30600_irnt.male	2.948554323640042	0.39769222962144607	0.6688978188761857	Albumin (g/L)	2.948554323640042	0.39769222962144607	black	1.56000777436133	0.40045289446912646	chemistry
20074_irnt.male	22.07540970192961	0.4064100346856305	0.6789526975601682	Home location at assessment - east co-ordinate (rounded)	22.07540970192961	0.4064100346856305	black	4.46436830827445	0.39103557741017403	non blood
100002_irnt.male	9.400351277518391	0.4065359476829756	0.6789526975601682	Energy	9.400351277518391	0.4065359476829756	black	3.2327146692226902	0.3909010461582332	non blood
5132_irnt.male	-0.4095486907983206	0.4081904123638286	0.6789526975601682	3mm strong meridian (right)	0.1	0.4081904123638286	black	-3.321928094887362	0.3891372002725304	non blood
20150_irnt.male	2.0607761035826155	0.4082969373743431	0.6789526975601682	Forced expiratory volume in 1-second (FEV1), Best measure	2.0607761035826155	0.4082969373743431	black	1.0431877694101115	0.3890238776974079	non blood
20007_irnt.male	-492.7990983461505	0.4095492472478553	0.6791113224138166	Interpolated Age of participant when cancer first diagnosed	0.1	0.4095492472478553	black	-3.321928094887362	0.3876938679645484	non blood
22704_irnt.female	4.818933228953225	0.41178070722373	0.6808880989868437	Home location - north co-ordinate (rounded)	4.818933228953225	0.41178070722373	black	2.268713811261461	0.3853340048344332	non blood
5108_irnt.female	8.245490092611286	0.4148439008272475	0.6826060583858261	3mm asymmetry angle (right)	8.245490092611286	0.4148439008272475	black	3.04360524662413	0.38211529066736044	non blood
767_irnt.male	-4.435569590075125	0.415145422221022	0.6826060583858261	Length of working week for main job	0.1	0.415145422221022	black	-3.321928094887362	0.38179974664862104	non blood
24018_irnt.female	-5.406481515608611	0.4179949843699513	0.6844708184194176	Nitrogen dioxide air pollution; 2007	0.1	0.4179949843699513	black	-3.321928094887362	0.3788289294056397	non blood
24003_irnt.male	-3.2584409897205147	0.4186116248936472	0.6844708184194176	Nitrogen dioxide air pollution; 2010	0.1	0.4186116248936472	black	-3.321928094887362	0.3781887154214542	non blood
3148_irnt.male	-0.5335336494510918	0.4268312769903577	0.6959721099814999	Heel bone mineral density (BMD)	0.1	0.4268312769903577	black	-3.321928094887362	0.36974376420859567	non blood
5161_irnt.male	-7.055296189260861	0.4314392182682767	0.7013374919023339	6mm regularity index (right)	0.1	0.4314392182682767	black	-3.321928094887362	0.36508037962440293	non blood
4233_irnt.female	31.386579644883565	0.4325113663861071	0.7013374919023339	Mean signal-to-noise ratio (SNR), (left)	31.386579644883565	0.4325113663861071	black	4.972075914561606	0.3640024748028635	non blood
5084_irnt.male	3.0716009349261646	0.4405186683372699	0.7106370906160684	Spherical power (right)	3.0716009349261646	0.4405186683372699	black	1.6189907920353013	0.3560356822937747	non blood
5099_irnt.male	-0.3088537952649261	0.4406676337040016	0.7106370906160684	3mm weak meridian (right)	0.1	0.4406676337040016	black	-3.321928094887362	0.35588884651742936	non blood
20151_irnt.female	2.0778862126182283	0.4441796490712423	0.7131059283929738	Forced vital capacity (FVC), Best measure	2.0778862126182283	0.4441796490712423	black	1.0551166528051072	0.35244134335289734	non blood
5158_irnt.male	9.18445007290796	0.4446282279247503	0.7131059283929738	6mm asymmetry index (right)	9.18445007290796	0.4446282279247503	black	3.199193341277818	0.3520029688911936	non blood
4079_irnt.female	2.2356801298340447	0.4469884155080412	0.7140385417358132	Diastolic blood pressure, automated reading	2.2356801298340447	0.4469884155080412	black	1.1607137892037431	0.34970373222852763	non blood
767_irnt.female	7.597764168144206	0.44764256108821004	0.7140385417358132	Length of working week for main job	7.597764168144206	0.44764256108821004	black	2.92557493196488	0.3490686282048809	non blood
100009_irnt.male	-9.198039679761427	0.450952995429295	0.7173696702357619	Englyst dietary fibre	0.1	0.450952995429295	black	-3.321928094887362	0.34586872395252805	non blood
20023_irnt.female	2.1697420760972244	0.4526828652139085	0.7181752483258493	Mean time to correctly identify matches	2.1697420760972244	0.4526828652139085	black	1.117523555272866	0.3442059439493769	non blood
4100_irnt.male	2.4789965971994468	0.4546546770483158	0.7193592868662031	Ankle spacing width (left)	2.4789965971994468	0.4546546770483158	black	1.3097562911072278	0.34231833695142977	non blood
5086_irnt.male	7.008859374978617	0.4622130021605563	0.7293522372802326	Cylindrical power (left)	7.008859374978617	0.4622130021605563	black	2.8091796784790737	0.33515784187906605	non blood
23119_irnt.male	1.8979019891275788	0.4667370315245756	0.7342256213146499	Arm fat percentage (right)	1.8979019891275788	0.4667370315245756	black	0.9244054910678764	0.33092774025742805	non blood
4080_irnt.male	2.4928731864385765	0.4678030364083119	0.7342256213146499	Systolic blood pressure, automated reading	2.4928731864385765	0.4678030364083119	black	1.3178094941613183	0.3299369636061839	non blood
30770_irnt.female	-0.2986485863167459	0.4703015610066935	0.7361787101624775	IGF-1 (nmol/L)	0.1	0.4703015610066935	black	-3.321928094887362	0.3276235797581346	chemistry
5085_irnt.male	2.8719677718212564	0.4764937149961239	0.7438877944221403	Spherical power (left)	2.8719677718212564	0.4764937149961239	black	1.5220395598522851	0.3219428233792823	non blood
94_irnt.female	5.441419619753071	0.4793272687878724	0.7455405735504625	Diastolic blood pressure, manual reading	5.441419619753071	0.4793272687878724	black	2.44398308735639	0.31936786341958	non blood
100018_irnt.female	95.77551875559864	0.4803283697735154	0.7455405735504625	Retinol	95.77551875559864	0.4803283697735154	black	6.581585029727098	0.3184617617428224	non blood
100003_irnt.male	11.923223433996947	0.482316532718575	0.7455405735504625	Protein	11.923223433996947	0.482316532718575	black	3.5757024148791348	0.31666785119155644	non blood
22147_irnt.female	29.058011439884552	0.4826327392660575	0.7455405735504625	Age asthma diagnosed by doctor	29.058011439884552	0.4826327392660575	black	4.860864071637205	0.3163832211750036	non blood
20075_irnt.male	7.249644377100607	0.4876165339632328	0.7499611310842592	Home location at assessment - north co-ordinate (rounded)	7.249644377100607	0.4876165339632328	black	2.857910227130766	0.3119215768697845	non blood
22605_irnt.male	-12.748622983712282	0.4886194123920727	0.7499611310842592	Work hours per week - exact value	0.1	0.4886194123920727	black	-3.321928094887362	0.3110292829064141	non blood
3761_irnt.male	4.572106907054882	0.4902496474792484	0.7499611310842592	Age hay fever, rhinitis or eczema diagnosed	4.572106907054882	0.4902496474792484	black	2.1928591376894673	0.3095827099454863	non blood
5118_irnt.female	6.402497485664866	0.4906048966547794	0.7499611310842592	6mm cylindrical power (left)	6.402497485664866	0.4906048966547794	black	2.678634781259754	0.30926812147912786	non blood
24019_irnt.female	-3.9994288106231375	0.4918862468947194	0.7499668231875333	Particulate matter air pollution (pm10); 2007	0.1	0.4918862468947194	black	-3.321928094887362	0.308135320114449	non blood
3144_irnt.female	2.1382335241203467	0.4971419370213658	0.7560163653666884	Heel Broadband ultrasound attenuation, direct entry	2.1382335241203467	0.4971419370213658	black	1.0964194235413	0.30351959986893834	non blood
5101_irnt.female	5.117491154868085	0.4988464071269524	0.7566481679160751	6mm weak meridian angle (right)	5.117491154868085	0.4988464071269524	black	2.35543670367976	0.30203315138102804	non blood
24005_irnt.female	10.315275565099217	0.501395373741141	0.7585543412011592	Particulate matter air pollution (pm10); 2010	10.315275565099217	0.501395373741141	black	3.366710457177375	0.29981967749380417	non blood
30700_irnt.male	2.1738451408291417	0.5058611200068154	0.7600147261214648	Creatinine (umol/L)	2.1738451408291417	0.5058611200068154	black	1.1202491701189548	0.29596869875979853	chemistry
5114_irnt.female	5.071496466650086	0.5061127660187801	0.7600147261214648	6mm cylindrical power angle (right)	5.071496466650086	0.5061127660187801	black	2.342411511816259	0.2957527080546014	non blood
4119_irnt.male	2.3486927940336297	0.5065964205213189	0.7600147261214648	Ankle spacing width (right)	2.3486927940336297	0.5065964205213189	black	1.2318580230528606	0.29533788314659853	non blood
5156_irnt.female	59.176310265609686	0.5078568332475466	0.7600147261214648	3mm asymmetry index (left)	59.176310265609686	0.5078568332475466	black	5.8869478399582755	0.2942586997114707	non blood
5132_irnt.female	2.373312604366992	0.5094262236673188	0.7600147261214648	3mm strong meridian (right)	2.373312604366992	0.5094262236673188	black	1.2469021397510462	0.292918702676532	non blood
30640_irnt.male	3.077331462565873	0.5101291347391093	0.7600147261214648	Apoliprotein B (g/L)	3.077331462565873	0.5101291347391093	black	1.6216798462211568	0.29231987212633853	chemistry
5113_irnt.male	-88.6433408058391	0.5176841281903729	0.7689304645306204	6mm cylindrical power angle (left)	0.1	0.5176841281903729	black	-3.321928094887362	0.28593514995924024	non blood
12338_irnt.female	17.09330899517816	0.5187333287123095	0.7689304645306204	P duration	17.09330899517816	0.5187333287123095	black	4.095359801955889	0.285055847609189	non blood
5256_irnt.male	-1.0002104245496273	0.5203269209211623	0.7693498805559755	Corneal hysteresis (right)	0.1	0.5203269209211623	black	-3.321928094887362	0.28372370378866385	non blood
5106_irnt.male	7.385776147526097	0.5241824872039194	0.7731033165545244	6mm strong meridian angle (right)	7.385776147526097	0.5241824872039194	black	2.884749537151158	0.28051749280901295	non blood
5163_irnt.male	7.774008756041327	0.527657012302376	0.7762773589511147	3mm regularity index (left)	7.774008756041327	0.527657012302376	black	2.9586587326179754	0.2776482859258377	non blood
130_irnt.male	6.398833328157747	0.5306184870313579	0.7783563989830731	Place of birth in UK - east co-ordinate	6.398833328157747	0.5306184870313579	black	2.67780888868877	0.27521762303849967	non blood
22503_irnt.male	-164.6172254535033	0.5317221737516393	0.7783563989830731	Years of cough on most days	0.1	0.5317221737516393	black	-3.321928094887362	0.2743152284629804	non blood
20420_irnt.female	-10.794207939501069	0.5336232513220153	0.7791961406119975	Longest period spent worried or anxious	0.1	0.5336232513220153	black	-3.321928094887362	0.2727652553642793	non blood
5108_irnt.male	11.035351346259173	0.5431972281515083	0.7912018066920885	3mm asymmetry angle (right)	11.035351346259173	0.5431972281515083	black	3.4640606581194326	0.2650424548571129	non blood
20150_irnt.female	1.7879679552348169	0.5445409368034135	0.7912018066920885	Forced expiratory volume in 1-second (FEV1), Best measure	1.7879679552348169	0.5445409368034135	black	0.8383208801240839	0.2639694658447664	non blood
874_irnt.female	2.947360724670271	0.5481952763633656	0.7945447585809768	Duration of walks	2.947360724670271	0.5481952763633656	black	1.5594236413390887	0.2610647109675587	non blood
189_irnt.male	3.7003955685653187	0.5522796098933992	0.7954927800678168	Townsend deprivation index at recruitment	3.7003955685653187	0.5522796098933992	black	1.887679501634456	0.2578409905881076	non blood
30660_irnt.female	3.8959618136683334	0.5525420407202042	0.7954927800678168	Direct bilirubin (umol/L)	3.8959618136683334	0.5525420407202042	black	1.9619795368911706	0.2576346726506506	chemistry
20154_irnt.female	2.2240886553783814	0.5529149135735422	0.7954927800678168	Forced expiratory volume in 1-second (FEV1), predicted percentage	2.2240886553783814	0.5529149135735422	black	1.1532142971106616	0.25734169583564476	non blood
3064_irnt.female	1.8823997223641813	0.556287236815765	0.7983877946475649	Peak expiratory flow (PEF)	1.8823997223641813	0.556287236815765	black	0.9125730128912483	0.25470090418657093	non blood
24003_irnt.female	-3.3516563912485275	0.5608000245667863	0.8020760895205967	Nitrogen dioxide air pollution; 2010	0.1	0.5608000245667863	black	-3.321928094887362	0.25119197601639864	non blood
5263_irnt.female	-0.8671499272316147	0.561589902543382	0.8020760895205967	Intra-ocular pressure, Goldmann-correlated (left)	0.1	0.561589902543382	black	-3.321928094887362	0.2505807094771009	non blood
4230_irnt.female	-5.559268592474908	0.5643168306023749	0.8040145135038691	Signal-to-noise-ratio (SNR) of triplet (left)	0.1	0.5643168306023749	black	-3.321928094887362	0.24847699681708182	non blood
189_irnt.female	-1.1397693618647746	0.5672114615104695	0.8061819077642751	Townsend deprivation index at recruitment	0.1	0.5672114615104695	black	-3.321928094887362	0.24625500204843923	non blood
2966_irnt.female	-2.6598219010986184	0.5709181046881207	0.8078313248957382	Age high blood pressure diagnosed	0.1	0.5709181046881207	black	-3.321928094887362	0.24342618463129945	non blood
5102_irnt.male	-45.98125970418536	0.571124360871774	0.8078313248957382	6mm weak meridian angle (left)	0.1	0.571124360871774	black	-3.321928094887362	0.24326931494195903	non blood
5107_irnt.female	-2.1003210899162736	0.5785373991488273	0.8163496473566385	3mm strong meridian angle (right)	0.1	0.5785373991488273	black	-3.321928094887362	0.2376685611392533	non blood
100015_irnt.male	-9.500765353916734	0.5816673432651405	0.8172692972629295	Vitamin C	0.1	0.5816673432651405	black	-3.321928094887362	0.23532531825057365	non blood
30820_irnt.male	-8.929872838134752	0.581973707420621	0.8172692972629295	Rheumatoid factor (IU/ml)	0.1	0.581973707420621	black	-3.321928094887362	0.2350966355907895	chemistry
757_irnt.female	-6.666127547835817	0.5867799939905405	0.8212865699145241	Time employed in main current job	0.1	0.5867799939905405	black	-3.321928094887362	0.2315247016583848	non blood
5109_irnt.male	-6.245140453972501	0.5876326394618401	0.8212865699145241	6mm asymmetry angle (right)	0.1	0.5876326394618401	black	-3.321928094887362	0.23089408976317954	non blood
20019_irnt.male	-4.587108737729236	0.5899616256358586	0.8225830742238694	Speech-reception-threshold (SRT) estimate (left)	0.1	0.5899616256358586	black	-3.321928094887362	0.22917623635209042	non blood
5257_irnt.female	-0.4659337824413866	0.5920255241501196	0.8235046982846451	Corneal resistance factor (right)	0.1	0.5920255241501196	black	-3.321928094887362	0.22765956902269918	non blood
5135_irnt.female	2.082043145549738	0.6069870484621893	0.8423200885279081	3mm strong meridian (left)	2.082043145549738	0.6069870484621893	black	1.0579999654796393	0.2168205755498035	non blood
100008_irnt.male	38.6237200669211	0.6150693234835711	0.848777023975011	Total sugars	38.6237200669211	0.6150693234835711	black	5.271415219912108	0.21107593282674195	non blood
5087_irnt.male	7.459119428325279	0.6154289174648166	0.848777023975011	Cylindrical power (right)	7.459119428325279	0.6154289174648166	black	2.899005326007002	0.21082210119817194	non blood
3063_irnt.female	1.6354032328166759	0.6159778742987303	0.848777023975011	Forced expiratory volume in 1-second (FEV1)	1.6354032328166759	0.6159778742987303	black	0.7096463973505801	0.21043488725529005	non blood
93_irnt.female	-1.9924343816266081	0.6229250518391595	0.8554555977916346	Systolic blood pressure, manual reading	0.1	0.6229250518391595	black	-3.321928094887362	0.2055642029888699	non blood
4288_irnt.female	-2.741266063116308	0.6237393455789091	0.8554555977916346	Time to answer	0.1	0.6237393455789091	black	-3.321928094887362	0.20499685971854467	non blood
22146_irnt.male	-44.78865816474227	0.6311947509627129	0.8618673901552871	Age hayfever or allergic rhinitis diagnosed by doctor	0.1	0.6311947509627129	black	-3.321928094887362	0.19983662139148747	non blood
5156_irnt.male	6.582096633307601	0.6328046967626689	0.8618673901552871	3mm asymmetry index (left)	6.582096633307601	0.6328046967626689	black	2.7185472071627	0.19873030610560719	non blood
130_irnt.female.v2	5.101241580377508	0.6328191569964715	0.8618673901552871	Place of birth in UK - east co-ordinate	5.101241580377508	0.6328191569964715	black	2.3508484243105965	0.19872038214640064	non blood
30520_irnt.male	2.654035592922465	0.6355723806618914	0.8624101015762539	Potassium in urine	2.654035592922465	0.6355723806618914	black	1.4081877186313945	0.19683498369051627	non blood
30740_irnt.female	2.8011232208955232	0.6361560033773729	0.8624101015762539	Glucose (mmol/L)	2.8011232208955232	0.6361560033773729	black	1.4860054486979635	0.19643637004656211	chemistry
4290_irnt.female	-0.2240481131614144	0.6391915507552668	0.8645286642703723	Duration screen displayed	0.1	0.6391915507552668	black	-3.321928094887362	0.19436897443971024	non blood
12340_irnt.female	-5.788170673226116	0.6437426647639659	0.8675475431119473	QRS duration	0.1	0.6437426647639659	black	-3.321928094887362	0.19128770656540536	non blood
2139_irnt.female	0.4626949501929828	0.6443794357696917	0.8675475431119473	Age first had sexual intercourse	0.4626949501929828	0.6443794357696917	black	-1.1118667413295107	0.19085832777214515	non blood
4241_irnt.female	-3.39713380141458	0.659435235077497	0.8829506421784089	Signal-to-noise-ratio (SNR) of triplet (right)	0.1	0.659435235077497	black	-3.321928094887362	0.18082785126186998	non blood
5096_irnt.male	0.2907713190173251	0.6619361510139128	0.8829506421784089	3mm weak meridian (left)	0.2907713190173251	0.6619361510139128	black	-1.7820431225766038	0.17918389968362833	non blood
3436_irnt.female	-2.8884192645164593	0.6629169331597694	0.8829506421784089	Age started smoking in current smokers	0.1	0.6629169331597694	black	-3.321928094887362	0.178540887478283	non blood
5116_irnt.female	-0.6425613699578439	0.6646671516941702	0.8829506421784089	3mm cylindrical power (right)	0.1	0.6646671516941702	black	-3.321928094887362	0.1773957838262349	non blood
22146_irnt.female	6.336743535761451	0.6653805308567279	0.8829506421784089	Age hayfever or allergic rhinitis diagnosed by doctor	6.336743535761451	0.6653805308567279	black	2.6637416271504413	0.176929910808933	non blood
102_irnt.male	1.847716121656907	0.6668737952854105	0.8829506421784089	Pulse rate, automated reading	1.847716121656907	0.6668737952854105	black	0.8857431218312005	0.1759563477883375	non blood
2867_irnt.female	-2.2578569703923423	0.6674085726473784	0.8829506421784089	Age started smoking in former smokers	0.1	0.6674085726473784	black	-3.321928094887362	0.17560821927316353	non blood
100001_irnt.female	6.221237567020193	0.6678536373547079	0.8829506421784089	Food weight	6.221237567020193	0.6678536373547079	black	2.637201598717045	0.17531870437160585	non blood
1488_irnt.female	-0.2148524775084974	0.6699940445436865	0.8837898969598741	Tea intake	0.1	0.6699940445436865	black	-3.321928094887362	0.17392905764739633	non blood
24011_irnt.female	-4.4682611773369185	0.6721536533298984	0.8846506603243282	Traffic intensity on the nearest major road	0.1	0.6721536533298984	black	-3.321928094887362	0.17253143652141373	non blood
100007_irnt.male	6.353143836375219	0.6770701920004094	0.8891279702555711	Polyunsaturated fat	6.353143836375219	0.6770701920004094	black	2.667470682396399	0.169366305586265	non blood
100005_irnt.male	-6.6001380940688925	0.6817388327887896	0.8917103942292001	Carbohydrate	0.1	0.6817388327887896	black	-3.321928094887362	0.1663819672813501	non blood
4244_irnt.female	-1332.241425658364	0.6820749012076845	0.8917103942292001	Mean signal-to-noise ratio (SNR), (right)	0.1	0.6820749012076845	black	-3.321928094887362	0.16616793121589044	non blood
4244_irnt.male	-16.370590733778812	0.6883454799992328	0.8969133950395214	Mean signal-to-noise ratio (SNR), (right)	0.1	0.6883454799992328	black	-3.321928094887362	0.16219353502250233	non blood
399_irnt.female	0.1761269699015798	0.6893669515851786	0.8969133950395214	Number of incorrect matches in round	0.1761269699015798	0.6893669515851786	black	-2.5053122523618354	0.16154954060927815	non blood
100011_irnt.female	6.40815546086151	0.6920747783699879	0.8969133950395214	Iron	6.40815546086151	0.6920747783699879	black	2.6799091477299877	0.15984697768357656	non blood
20019_irnt.female	-4.703877005902093	0.6921665552860361	0.8969133950395214	Speech-reception-threshold (SRT) estimate (left)	0.1	0.6921665552860361	black	-3.321928094887362	0.1597893891586638	non blood
4120_irnt.male	2.07752190028026	0.6957888847928093	0.8996213113951079	Heel broadband ultrasound attenuation (right)	2.07752190028026	0.6957888847928093	black	1.0548636853032938	0.1575225133747272	non blood
5254_irnt.male	-0.6164733382831022	0.6992747713433158	0.9010138657482448	Intra-ocular pressure, corneal-compensated (right)	0.1	0.6992747713433158	black	-3.321928094887362	0.1553521400909927	non blood
914_irnt.male	-0.3041052496250426	0.6999358139373077	0.9010138657482448	Duration of vigorous activity	0.1	0.6999358139373077	black	-3.321928094887362	0.15494178417280138	non blood
3144_irnt.male	0.2203256926511362	0.7053812658138989	0.9060367681241984	Heel Broadband ultrasound attenuation, direct entry	0.2203256926511362	0.7053812658138989	black	-2.1822903542784977	0.1515760789209952	non blood
4241_irnt.male	-5.517427670050829	0.7074204387545742	0.9066720470500764	Signal-to-noise-ratio (SNR) of triplet (right)	0.1	0.7074204387545742	black	-3.321928094887362	0.15032239672638667	non blood
100023_irnt.female	5.35539987142028	0.7098518853651195	0.9071699334854884	Starch	5.35539987142028	0.7098518853651195	black	2.4209943006481907	0.14883225984300658	non blood
1438_irnt.female	0.1738769114553167	0.7108997775184407	0.9071699334854884	Bread intake	0.1738769114553167	0.7108997775184407	black	-2.5238617202668006	0.14819162168754346	non blood
699_irnt.female	2.457760642758677	0.7129580819074925	0.9074772377319542	Length of time at current address	2.457760642758677	0.7129580819074925	black	1.2973444208694194	0.14693600357229905	non blood
5110_irnt.female	3.1755674928901216	0.7142325107873302	0.9074772377319542	6mm asymmetry angle (left)	3.1755674928901216	0.7142325107873302	black	1.667014433150616	0.14616038526310338	non blood
5160_irnt.female	-2.8231274508688537	0.7185422396660073	0.9104227872221516	3mm regularity index (right)	0.1	0.7185422396660073	black	-3.321928094887362	0.14354769668123443	non blood
5119_irnt.female	-0.6193140891080527	0.7196527653681062	0.9104227872221516	3mm cylindrical power (left)	0.1	0.7196527653681062	black	-3.321928094887362	0.14287700142975623	non blood
24019_irnt.male	-1.210989884741842	0.7228884059132055	0.9125494500452724	Particulate matter air pollution (pm10); 2007	0.1	0.7228884059132055	black	-3.321928094887362	0.140928740653911	non blood
5201_irnt.male	-1.3230470309174225	0.725731313992001	0.912953034067738	logMAR, final (right)	0.1	0.725731313992001	black	-3.321928094887362	0.13922413749372123	non blood
5133_irnt.male	0.4251381407378667	0.7265234637050649	0.912953034067738	6mm strong meridian (right)	0.4251381407378667	0.7265234637050649	black	-1.233996400518526	0.13875035522269338	non blood
30850_irnt.male	0.3998978358042989	0.7291584061550752	0.912953034067738	Testosterone (nmol/L)	0.3998978358042989	0.7291584061550752	black	-1.3222966213983702	0.1371781130457772	chemistry
4233_irnt.male	15.160552741795845	0.7294292554987547	0.912953034067738	Mean signal-to-noise ratio (SNR), (left)	15.160552741795845	0.7294292554987547	black	3.922250448878597	0.13701682225766543	non blood
6032_irnt.female	3.7560698888885486	0.7330544217659554	0.913769288295942	Maximum workload during fitness test	3.7560698888885486	0.7330544217659554	black	1.9092239073513424	0.13486378225478288	non blood
100012_irnt.female	10.567657440872006	0.7331947781727235	0.913769288295942	Vitamin B6	10.567657440872006	0.7331947781727235	black	3.401583701220891	0.13478063675243868	non blood
